Name,Version,Type,Path,Git commit,Last updated
leaflet.markercluster,1.5.3,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
md5,2.3.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
moment,2.29.4,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
moment-duration-format,2.3.2,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
msgpack5,6.0.2,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
pluralize,8.0.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
process,0.11.10,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
react,~17.0.2,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
react-beautiful-dnd,13.1.1,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
react-big-calendar,1.8.5,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
react-copy-to-clipboard,5.1.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
react-dom,~17.0.2,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
react-dropzone,14.2.3,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
react-ga4,2.1.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
react-google-recaptcha,3.1.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
react-hook-form,7.47.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
react-idle-timer,5.7.2,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
react-leaflet,3.2.5,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
react-linkify,1.0.0-alpha,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
react-redux,8.1.3,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
react-router-dom,6.18.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
stream-browserify,3.0.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
tss-react,4.9.3,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
universal-cookie,6.1.1,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
uuid,9.0.1,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
validator,13.11.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
victory,36.6.12,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
xterm,5.3.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
xterm-addon-canvas,0.5.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
xterm-addon-fit,0.8.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
xterm-addon-search,0.13.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
xterm-addon-web-links,0.9.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
zxcvbn,4.4.2,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
@babel/core,7.23.2,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
@babel/eslint-parser,7.22.15,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
@babel/plugin-syntax-dynamic-import,7.8.3,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
@babel/plugin-transform-runtime,7.23.2,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
@babel/preset-env,7.23.2,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
@babel/preset-react,7.22.15,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
@emotion/jest,11.11.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
@svgr/webpack,8.1.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
@testing-library/dom,9.3.3,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
@testing-library/jest-dom,6.1.4,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
@testing-library/react,12.1.5,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
@testing-library/user-event,14.5.1,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
@trivago/prettier-plugin-sort-imports,4.2.1,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
@typescript-eslint/eslint-plugin,6.9.1,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
@typescript-eslint/parser,6.9.1,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
assert,2.1.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
autoprefixer,10.4.16,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
axios-mock-adapter,1.22.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
babel-jest,~29.7.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
child_process,1.0.2,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
clean-webpack-plugin,4.0.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
copy-webpack-plugin,11.0.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
core-js,3.33.2,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
css-loader,6.8.1,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
esbuild-loader,4.0.2,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
eslint,8.52.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
eslint-plugin-import,2.29.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
eslint-plugin-prettier,5.0.1,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
eslint-plugin-react,7.33.2,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
eslint-plugin-sonarjs,0.23.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
eslint-webpack-plugin,4.0.1,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
eslint-plugin-react-hooks,4.6.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
file-loader,6.2.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
html-webpack-plugin,5.5.3,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
husky,8.0.3,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
jest,29.7.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
jest-canvas-mock,2.5.2,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
jest-environment-jsdom,29.7.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
jest-junit,16.0.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
jest-resolve,~29.7.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
jest-watch-typeahead,2.2.2,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
jsdom-worker,0.3.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
less,4.2.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
less-loader,11.1.3,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
lint-staged,15.0.2,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
mini-css-extract-plugin,2.7.6,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
msw,0.36.8,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
postcss,8.4.31,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
postcss-loader,7.3.3,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
prettier,3.0.3,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
redux-mock-store,1.5.4,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
util,0.12.5,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
webpack,5.89.0,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
webpack-cli,5.1.4,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
yarn,1.22.19,npm,/Users/ahmedabdulahiahmed/Documents/IN3110/IN3110-ahmeaah/assignment4/package.json,3a9ed09776e1910d5a2b2ffe2f61c3cbd46ac29a,Wed Nov 15 09:28:21 2023
